Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_txt,job_state,is_hq,Age,excel,SQL,python,tableau
Senior Business Analyst,$48K-$93K (Glassdoor est.),"Open Position: Senior Business Analyst

Headquartered in Arlington, Virginia, Promontory Interfinancial Network – the nation’s largest deposit allocation service provider and the inventor of reciprocal deposits – provides dynamic, all-weather balance sheet and liquidity management solutions to help financial institutions grow franchise value. The company, chosen by thousands of banks since its founding nearly two decades ago, has assembled the largest bank network of its kind. Its solutions help institutions to acquire high-value, local relationships; purchase funding; and reduce collateralization costs.

At Promontory Interfinancial Network, we prosper by working hard in an open and creative environment. Our efforts to create and maintain a culture that values our people have led us to be designated among the top fintech companies to work for by American Banker. Promontory Network has also been recognized as one of the best places to work by the Washington Post’s Top Workplaces and the Washington Business Journal’s Best Places to Work. Our company is also recognized among Fortune’s lists of Best Workplaces—Small & Medium Businesses and Best Workplaces in Financial Services and Insurance.

What is the role?

You would be a key member of our IT development team, which is responsible for the definition and development of internal and external business applications. Your primary role will be to manage the analysis and oversee the facilitation required to develop new services and products, as well as meeting the diverse needs of a growing network of customers. You will also be responsible for the delivery and maintenance of these services and products, including post-production support and triage. Working with both the development and operations teams, you will help define the tools and strategies used by IT to foster a culture that embraces automation and DevOps processes. At Promontory Network, you can have a challenging, impactful career. You should possess the experience and qualifications to perform core responsibilities, such as:
Work with top talent in a fast-paced, entrepreneurial environment where automation and technical craftsmanship are a top priority.
Exhibit strong leadership abilities - inspire, motivate, and provide coaching as appropriate.
Triage and lead support for pre- and post-production release issues, which may include defect resolution, emergency enhancement requests, and data patching.
Write and review database patches, scripts, and queries to answer business inquiries, facilitate data-driven decisions, and resolve incidents.
Take responsibility for the overall application development lifecycle, including ensuring that project deliverables meet or exceed company policies, procedures, and standards.
Collaborate with Development Team managers to ensure high-quality software is designed, developed, and maintained in an efficient manner.
Partner with and support the Operations, Security, and Corporate IT teams to ensure that overall strategic goals are achieved and a highly collaborative culture of continuous improvement is constantly demonstrated.
Independently complete functional analysis for new features; document functional and system requirements; and produce supporting artifacts, including user stories and acceptance criteria, story maps, data flows, process flows, etc.
Usher feature development from inception to release. Continually engage in the development process. Be able to answer questions, provide detail, address changes to requirements, and facilitate dialog across teams when issues and challenges are encountered to ensure the end product is delivered as specified.
Be able to operate across multiple projects simultaneously and perform a variety of tasks from addressing production issues to designing new applications.
What qualifications are required?
Experience: Extensive experience with Agile methodologies, specifically Scrum. Ability to independently create user stories, manage a product backlog, and ensure that regular backlog grooming is effectively performed. Experience querying databases, using Excel for data analysis, and writing basic SQL scripts. Demonstrated leadership during production support, production releases, and/or user testing cycles.
Abilities: Exceptional written and oral skills sufficient to communicate effectively with nontechnical and technical business clients and team. Excellent analytical and problem-solving skills. Outstanding customer and interpersonal skills. Proactive. Self-directed. Able to manage a cross-functional team of varied technical skill sets. Work independently or within a group of people as the situation requires.
Technical Skills: Strong skills with writing SQL queries required; experience with Oracle desired. Knowledge of Amazon Web Services and willingness to learn related technologies is helpful. Hands-on experience with MS Office, especially Word, Excel, Visio, and PowerPoint. Five+ years of experience in computer programming or related technologies.
Education: Bachelor’s Degree or equivalent experience, preferred expertise in Economics, Finance, and/or Computer Science.
How do I apply?

Don’t just settle for a job, explore our career opportunity.

APPLY

Promontory Interfinancial Network, LLC is an Equal Opportunity Employer and does not discriminate on the basis of race, color, national origin, sex, religion, age, veteran status, disability or sexual orientation in employment of the provision of services",4.9,"Promontory Interfinancial Network
4.9","Arlington, VA","Arlington, VA",201 to 500 employees,2002,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1,48,93,70.5,Promontory Interfinancial Network, VA,1,18,1,1,0,0
Quality Assurance Analyst,$48K-$93K (Glassdoor est.),"Who is Cenlar?

You are.

Employee-owners have made Cenlar one of the nation’s largest mortgage subservicers. We have achieved success by empowering people with company ownership, real programs that provide avenues for advancement, and a great atmosphere that makes everyone look forward to the workday. Get your share of our success by considering the opportunity to join our team as a Quality Assurance Analyst.

Responsibilities:
Perform ongoing, structured, and rigorous testing of key procedures and controls within all business units; working with the department manager, develop, draft and implement new testing scripts.
Work closely with managers in order to ensure department is adhering to all policies and procedures; work in conjunction with other departmental managers and operations supervisors.
Develop, maintain and ensure accuracy of default policies and procedures; work with department managers to ensure current processes are in place; maintain procedure manual (hard copy and on-line).
Perform ongoing monitoring of key indicators to detect and research unexplained variances which may be indicative of quality control issues.
Monitor outbound and inbound calls from relevant business units and departments.
Perform processes used for sample selection as well as effective root-cause analysis and follow-up on corrective actions.
Contribute to reporting to first-line-management and other interested parties.
Interpret regulatory requirements and investor guidelines to identify opportunities, and manage a tracking and reporting mechanism to periodically communicate results.
Follow Standard Operating Procedures on all federal and state laws, investor/guarantor requirements and business policies and procedures.
Support the department manager in maintaining a repository of business and process guidelines and fraud trends to be used as a reference tool.
Provide quality monitoring reports.
Develop best practices to resolve delinquencies and deficiencies and meet regulatory compliance.
Stay abreast of policy and regulatory changes to maintain subject matter expertise. Remain cognizant of relevant quality assurance policies and procedures.
Ensure departments are adhering to quality expectations with regard to task completion, and to procedures, etc. Review processes in various servicing departments for quality and compliance.
Work on performance plans for each department; participate in performance activities and staff training.
Other duties and projects as assigned.
Qualifications:
Bachelor’s degree preferred
2 - 3 years’ quality assurance/control, mortgage banking, auditing or other relevant experience
Knowledge of sound risk management practices for mortgage servicing functions and demonstrated understanding of risk management and internal control principles
Experience reviewing processes, data, phone calls or documents with a strong attention to detail
Experience interpreting rules and guidelines for appropriate decision-making
Ability to facilitate training materials
Excellent customer service skills
Excellent problem resolution and organizational skills
Excellent interpersonal and communication skills, written and verbal
Total Rewards:

Cenlar FSB offers outstanding benefits which may include paid medical/dental/life insurance, 401k, employee ownership, tuition assistance, a supportive work environment, and genuine opportunities for advancement. Cenlar is a Drug Free Workplace and an Equal Employment Opportunity/Affirmative Action Employer -- M/F/D/V/SO .

Visit www.cenlar.com for more details.

Please apply online .",2.6,"Cenlar
2.6","Tempe, AZ","Ewing, NJ",1001 to 5000 employees,1958,Company - Private,-1,-1,$100 to $500 million (USD),-1,48,93,70.5,Cenlar, AZ,0,62,1,0,0,0
Financial Analyst,$48K-$93K (Glassdoor est.),"At Echo we are committed to help our Associates grow their career. Apply today and grow with Echo!

-

-

As a Financial Analyst at Echo Global Logistics, you will be required to perform standard monthly close processes in a timely fashion in order to meet internal and external deadlines. You will also be heavily involved in our quarterly reforecast and annual budget cycles, aligning business needs with short and long-term financial goals. You will be required to work with management and department heads across the enterprise to ensure engagement, accuracy and consistency in all aspects of financial reporting. Finally, you must be self-motivated. A proven ability to take partial direction and run with it or blaze your own trail that helps move the business forward is key. The environment is fast-paced and you will be privy to proprietary information, so a proven history of discretion is required as well. This role will report to the Manager of Financial Planning but will interact with all departments regularly, including the Executive team and Business Unit leaders.

Qualified candidates will possess the following characteristics and experience:
A strong interest in data analytics and technology such as Anaplan and Excel
Willingness to work collaboratively with other business analysts across Echo organization
1-4 years’ experience in a Finance capacity
Transportation/Supply Chain experience a plus
Excellent oral and written communication skills
Self-managed and motivated, able to work independently on most projects
Enjoys and thrives in fast-paced, fluid work environment
Ability to follow through with tasks to their completion
Very organized and detail oriented
Ability to deal with confidential information and maintain privacy",3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",48,93,70.5,Echo Global Logistics, IL,1,15,1,0,0,0
"Director, Financial Crimes Business Analysis",$48K-$93K (Glassdoor est.),"Description
Do you want your voice heard and your actions to count?

Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018). In the Americas, were 13,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, developing positive relationships built on integrity and respect. Its part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. Were a team that accepts responsibility for the future by asking the tough questions and owning the solutions. Join MUFG and be empowered to make your voice heard and your actions count.

Financial Crimes Business Analysis, Director

Job Summary:
As a part of Compliance Technology, the Director of Financial Crimes Business Analysis will build and lead a team of business analysts (BAs). The BA team will help Financial Crimes Office Americas (FCOA) design technology solutions to address risks and control deficiencies. The BAs will act as expert consultants and advise FCOA on the best ways to meet their needs, presenting various options. The BAs will then work with Compliance Technology developers to refine designs and create detailed business requirements. The ability to quickly grasp Compliance concerns and synthesize options is critical. The Director must work closely with geographically disbursed stakeholders across a variety of businesses and functions, including Home Office staff in Tokyo.

The Director will also serve as Chief of Staff for Compliance Technology and oversee planning and execution for all Compliance Technology projects. The Director must have strong track record of leading teams, and mentoring and developing direct staff. Polished oral and written communication skills and the ability to build relationships are essential. The Director must be experienced in presenting to executives and department heads, have a minimum of 10 years in-depth experience in banking and Compliance, and be a proficient risk manager. The Director should also be experienced in various Software Development Lifecycle (SDLC) methodologies, including Waterfall and Agile, and have a solid understanding of technology and data.


Major Responsibilities:
Develop team members to be effective business analysts
Define team procedures and standards
Oversee reporting to senior management; including the Chief Information and Operations Officer (CIOO)
Oversee project planning and execution and escalate risks and concerns
Refine proposed solutions and estimate resource requirements in consultation with technology leads
Act as an expert resource to ensure that the project meets business objectives
Qualifications
10+ years experience implementing technology solutions at large banks or financial institutions
5+ years experience directing managing staff
In-depth knowledge of Compliance Risks and Risk Management, including AML, Sanctions, and Anti-Bribery and Corruption
Experience developing business requirements to solve complex problems in consultation with business partners
Excellent oral and written communication skills
Experience writing detailed business requirements and functional requirements
Experience presenting to executive level management and department heads
Experienced in SDLC methodologies including Waterfall and Agile
Knowledge of SQL and experience analyzing data
Bachelors degree preferred
CAMS certification preferred
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of personnel so classified.

We are proud to be an Equal Opportunity / Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category.

A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, it's the bank's policy to only inquire into a candidate's criminal history after an offer has been made. Federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses.",3.1,"MUFG
3.1","Charlotte, NC","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,48,93,70.5,MUFG, NC,0,156,1,1,0,0
Business Analyst,$48K-$93K (Glassdoor est.),"About The Position
• Acts as a liaison between development groups and business units for the development and implementation of new systems and enhancement of existing systems
• Evaluates new applications and identifies systems requirements
• Evaluates new digital developments and evolving business requirements and recommends appropriate systems alternatives and/or enhancements to current systems

Key responsibilities include:
• Works with other teams to interview stakeholders and elicit basic to moderate business requirements
• Assists facilitation of meetings to build deep understanding of functional business and Digital areas (e.g., customer, field operations) to understand business requirements
• Analyzes process/system changes, with supervision, to ensure design changes meet business requirements
• Develops experience with drawing process maps and using business process modeling techniques
• Manages overall catalogue of process flows for small to medium complexity projects
• Analyzes fairly complex data for projects with little to no supervision
• Performs QA against specifications
• Identifies issues with the quality and performance of products, services, solutions or processes and proposes improvements
• Supports small to medium complexity projects with some degree of supervision, including tracking issues and managing action items
• Appropriately documents knowledge and shares lessons learned for medium complexity projects
• Assists with BA activities needed on agile scrum teams; displays understanding of agile methodology
• Analyzes, identifies, and directs solutions to eliminate problems, improve user effectiveness, and improve system accuracy
• Comes up with ideas and insights to share with senior business analysts that will optimize business results
• Acts as a liaison between business stakeholders and vendors to ensure successful implementation and support of project efforts
• Works closely with the business and software engineers to gain understanding of client’s technical requirements, provide feedback and communicate changes
• Understands the Digital organization’s objectives, and the impact on own project; contributes to development of new technology integration and enablement plans
• Works in an agile environment and engages in development practices such as XP and test-driven development

Qualifications
• Bachelor’s degree required, preferably in mathematics, computer science, or business
• Will consider candidates without a degree if they have shown/demonstrated having 2+ additional years of equivalent, relevant experience.
• 3+ years of experience working with digital related systems/projects required. Business Analyst experience is required
• One or more years of experience in a customer service oriented and/or IT related field required

In addition to the above qualifications, the successful candidate will demonstrate:
• Creative self-starter with strong interpersonal skills
• Excellent oral and written communication skills required
• Proven analytical skills, ability to synthesize unstructured information to support decision-making, well-organized and applies robust time-management skills",3.9,"Ameren
3.9","Saint Louis, MO","Saint Louis, MO",5001 to 10000 employees,1904,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),-1,48,93,70.5,Ameren, MO,1,116,1,0,0,0
Sr. ServiceNow Technical Consultant - ITAM,$48K-$93K (Glassdoor est.),"Acorio is looking for a Sr. ServiceNow Technical Consultant who is passionate about the platform, specifically within IT Asset Management. You'll be surrounded by and learn from some of the top ServiceNow talent in the industry, all while working on a variety of challenging customer solutions in a fast-paced and collaborative environment.

Why Acorio:
Acorio is a top cloud consultancy focused on the ServiceNow enterprise cloud platform. We deliver large-scale Enterprise Service Management transformation projects to the Fortune 1,000. We offer Big Five credibility with start -up agility, innovation and a relentless focus on customer excellence, and through direct customer feedback we are one of the highest rated companies in our industry. We're laser focused on keeping that leadership position as we grow, and this position will play an important role in continuing Acorio's success in exceptional customer delivery

Why we think this position is great:
As a Sr. ServiceNow Technical Consultant within Acorio you will have direct access to some of the most accomplished individuals within the Service Now eco-system. You will have the opportunity to work on a wide variety of implementations, integrations, and upgrades within some of the top Enterprise companies in the US.

Acorio is one of the fastest growing consultancies in the eco-system, and our commitment to learning and development give the Technical Consultant a unique opportunity to growth with individualized road-maps and training to help elevate you to the future you want.

A day in the life:
Participate in all technical aspects of delivering complex customer solutions on the ServiceNow platform.
Advise clients on best practice within the ServiceNow platform to create lasting value and enhanced experiences.
Collaborate effectively with virtual team members to achieve project goals and produce a variety of high-quality deliverables.
Contribute on multiple Agile engagements, utilizing the Acorio methodology and tools to enhance project efficiency.
Demonstrate flexibility by delivering on a variety of project roles; including documentation, testing, and training.
Innovate and identify solutions that can be reused on future engagements.
Proactively keep ServiceNow skills current and contribute to Acorio thought leadership.
What you bring:
3-5 years of experience implementing ServiceNow (SN) in a professional services organization.
A comprehensive understanding of both SN Hardware Asset Management (HAM) and SN Software Asset Management (SAM), including SN Certified Implementation Specialist - SAM, and Asset Model Management micro-certification.
Experience implementing SAM SaaS connections (Microsoft O365, Adobe Creative Cloud, Salesforce, etc.), as well as procurement module and contract lifecycle management (CLM) application integrations.
Experience with complex license metrics/reconciliations (IBM, Oracle, etc.), software spend detection, stockroom/inventory management, and contract management solutions a major plus.
Demonstrated experience in at least one other area of ServiceNow, such as ITSM, ITOM, or ITBM
Broad experience implementing the following Core Process Areas: Incident, Problem, Change, Service Catalog, Request, Knowledge, CMDB.
Experience in one or more of the following is a major plus: Integrations, SCCM, Orchestration, Discovery, or APM.
Experience working with Agile teams, methodologies, and tools in a virtual environment.
A passion for advising and guiding customers on how to get the most out of the product and for learning the latest product features.
A love of working in a fast-paced, collaborative, and entrepreneurial environment with smart and fun people.
Extra awesome:
Additional ServiceNow certifications, such as ServiceNow Certified Application Developer, ServiceNow Certified System Administrator, ServiceNow Certified Implementation Specialist.
Professional ITAM industry certifications from IAITAM, IBSMA, and/or ITAM Review.
Exposure to/general understanding of software licensing practices. Bonus points for specific expertise in one or more of the following vendors: Microsoft, Adobe, IBM, Oracle, VMWare, Citrix, SAP.
Perks

Great pay package with Unlimited vacation and a whole array of top notch benefits and an award-winning culture

If this sounds like you, we'd love to connect and tell you more. Check us out

Acorio is an Equal Opportunity Employer",4.7,"Acorio
4.7",Remote,"Boston, MA",201 to 500 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"DXC Technology, Highmetric, GlideFast",48,93,70.5,Acorio,Remote,0,8,1,0,0,0
Business Analyst,$48K-$93K (Glassdoor est.),"ALL CANDIDATES MUST HAVE AN ACTIVE TS/SCI WITH A POLYGRAPH CLEARANCE!

Description:

CyberCore Technologies seeks a Business Analyst to support various clients and projects across our customer base by developing and documenting business requirements through a variety of means such as, but not limited to user interviews, surveys, workflow reviews, research on industry best practices, and user workshops. This individual will be part of a team, taking direction from the Senior/Lead Business Analyst and providing guidance to junior team members.

Required Experience:
Bachelor's Degree and 5 years of experience, or 9 years of business analyst experience
Use business analysis methodologies to identify and develop requirements based on interviews, current business processes, and existing documentation
Use recognized business analysis methodologies to elicit requirements from stakeholders such as scientists, business users, and administrative personnel to identify technology to improve business processes
Analyze and translate business requirements into system requirements (functional and non-functional business requirements) and document requirements using various types of requirements artifacts such as use cases, user stories and business process maps to further define system requirements
Work with clients/vendors and perform market research to collect preliminary data for business cases and analyses of alternatives, if needed
Support customer meetings and provide required agendas, minutes, milestones, action items, risks, etc.
Translate technical information into clear, readable documents to be used by technical and non-technical personnel to procure services or software platforms to improve business processes
Work independently with minimal supervision performing requirements elicitation and documentation (business requirements document, business process maps) as well as stage gate reviews",4.0,"CyberCore Technologies
4.0","Annapolis Junction, MD","Elkridge, MD",201 to 500 employees,2000,Company - Public,Security Services,Business Services,$100 to $500 million (USD),-1,48,93,70.5,CyberCore Technologies, MD,0,20,0,0,0,0
Product Analyst,$48K-$93K (Glassdoor est.),"Primary Purpose:

Provide expertise and support for specific product line initiatives related to product development, compliance, operational and process improvements, claims management, vendor management, product documentation, fulfillment, and/or system releases.

Essential Duties and Responsibilities:

Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.
Process improvement, which includes documenting existing and new business workflows
Coordinate the development and execution of test plans and defect tracking
Translate high-level business requirements into documented functional requirements
Build a network of relationships throughout the National General organization
Work with other departments to draft written communications for both internal and external audiences
Minimum Skills and Competencies:

The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Bachelors Degree or in-lieu of degree equivalent education, training and work-related experience
Proficient in Microsoft Office (Word, Excel, Outlook, PowerPoint)
Must possess effective verbal and written communication skills
Ability to learn new applications and systems
Ability to process complex data from multiple sources
Detail-oriented
Effective organization and time management skills with the ability to work under pressure and adhere to project deadlines
Works independently with little supervision but also a good team player
Problem-solving ability
Desired Skills:
Insurance industry experience
Health Insurance experience
Self-funded insurance exposure
For a Product Analyst II role the below will also apply:

Essential Duties and Responsibilities:
Identify opportunities to improve business productivity or service to our agents and customers, recommend solution alternatives, and coordinate with other areas to implement improvements
Research independently, document and implement business solution
Minimum Skills and Competencies:
2+ years of experience in the insurance industry
National General Holdings Corp. is an Equal Opportunity (EO) employer Veterans/Disabled and other protected categories. All qualified applicants will receive consideration for employment regardless of any characteristic protected by law. Candidates must possess authorization to work in the United States, as it is not our practice to sponsor individuals for work visas.

In the event you need assistance or accommodation in completing your online application, please contact NGIC main office by phone at (336) 435-2000.",2.9,"National General Insurance
2.9","Milwaukee, WI","New York, NY",5001 to 10000 employees,1939,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Progressive Insurance, Kemper, National Interstate",48,93,70.5,National General Insurance, WI,0,81,1,0,0,0
Master Data Operation Analyst,$48K-$93K (Glassdoor est.),"PK currently has exciting opportunity for a Master Data Operation Analyst that would like to join our team as a full-time employee. Locations for this position are:
Bloomfield CT, New York NY, Franklin Lakes NJ, McLean VA, Raleigh NC, Denver CO, Austin TX, Chicago IL, Nashville TN, Chattanooga, TN, Phoenix AZ, Pittsburgh PA

Responsible for daily review and resolution of duplicate/linkage tasks.
Review all types of tasks based on the established workflow hierarchy (tasks: potential overlays, potential duplicates, potential linkages and review identifier).
Updates tasks as appropriate according to established procedures and guidelines, while meeting set expectations with metrics.
Provide timely and clear communication regarding production issues and business impacts, as needed.
Notifies Data Steward/Manager of errors and potential problems and provides appropriate follow up.
Maintains and protects confidentiality information.
Complies with all organizational and departmental policies and procedures.
Performs other duties as assigned.

5+ years’ experience in related data operations or analysis functions. Experience with health care operations and data preferred. Experience with Master Data analysis a plus.
Excellent decision making abilities and effective problem solving skills. Ability to analyze data and make decisions based on the information gathered.
Analytical experience (e.g. data and process analysis, quality metrics, policies, standards, and processes) preferred.
Strong time management skills; organized with strong focus and excellent attention to detail.
Strong verbal and written communication skills.
~ In order to provide equal employment and advancement opportunities to all individuals, employment decisions at PK are based exclusively on merit.  PK does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, including gender identity and identity expression, national origin, age, or any other characteristic protected by law.",3.6,"PK
3.6","Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,48,93,70.5,PK, AZ,0,16,1,0,0,0
Senior Business Systems Analyst,$53K-$95K (Glassdoor est.),"Company Information

Solid reputation, passionate people and endless opportunities. Thats Travelers. Our superior financial strength and consistent record of strong operating returns mean security for our customers and opportunities for our employees. You will find Travelers to be full of energy and a workplace in which you truly can make a difference.

Target Openings

1

Job Description Summary

Under limited supervision, the Senior Business Systems Analyst is responsible for working with stakeholders to elicit, analyze, specify and validate business and solution requirements to meet business needs. Must be able to bring together a diverse stakeholder group, drive consensus and create a shared understanding between the customer community and the solution delivery team while maintaining alignment with Business and IT Strategies. Using knowledge of business goals, help translate strategies and initiatives into action plans with required deliverables Able to independently transition to unfamiliar business and systems domains. This job typically acts as a team lead for analysts on medium to large sized initiatives. Provides direction, coaching and mentoring to less experienced analysts

Primary Job Duties & Responsibilities
Identify, refine, and accurately articulate the business objectives and value proposition of assigned initiatives. Bring alternative perspectives and influence consensus among stakeholders.
Ensure the solution (people, process and technology) meets the program and/or project objectives and is aligned with business and IT strategic direction. Participate in the development of a compelling business case that measure and communicate proposed project benefits.
Collaborate with project leads to determine how requirements will be approached and managed for a particular project.
Work with project leads to develop requirements work plans, identify task dependencies, develop estimates and determine resource skill requirements; support risk management and change management activities.
Provide support and mentoring to other analysts and team members to facilitate a better understanding of requirements techniques, processes and deliverables required to support successful project delivery.
Responsible for the success of the Requirements Definition Process for assigned work with limited supervision;.
Elicit, analyze, specify and communicate business, system and implementation requirements.
Ensure the requirements are unambiguous and understandable by both business users and solution delivery teams.
Work with stakeholders to prioritize requirements effectively based on business value, risks and constraints.
Effectively identifies and manages requirements conflicts and issues to resolution.
Ensure that requirements are understood and approved by all stakeholders.
Manage requirement traceability and changes throughout the project lifecycle.
Measures and tracks quality of business analysis work.
Ensure the test strategy and test plans adequately cover the requirements. Assist in defect resolution.
Simultaneously support multiple initiatives as assigned.
Perform other duties as assigned.
Minimum Qualifications
Three years of experience in Business Systems or equivalent required
High school diploma or equivalent required.
Education, Work Experience, & Knowledge
5 years of experience in Business Systems or equivalent preferred.
Bachelors degree in Business, MIS or other related field preferred.
Job Specific Technical Skills & Competencies
Analytical Thinking (Advanced): Identifies current or future problems or opportunities, analyzes, synthesize and compares information to understand issues, identifies cause/effect relationships and explores alternative solutions to support sound decision making.
Facilitation (Advanced): Uses and adjusts style and technique to assist group process and understanding.
Communication (Advanced): Demonstrates effective verbal, written, and listening communication skills.
Teamwork (Advanced): Works together in situations when actions are interdependent and a team is mutually responsible to produce a result.
Relationship Management (Advanced): Seeks out, builds, fosters and maintains productive relationships, networks or alliances to meet goals and achieve results.
Business Perspective (Advanced): Uses knowledge of internal and external factors impacting the property casualty industry to make decisions.
Technology (Intermediate): Uses, leverages and maintains proficiency with corporate and job specific technology as it evolves (e.g., hardware, software, business unit applications and systems tools).
Conflict Management (Intermediate): Brings conflicts into the open and resolves them collaboratively.
Change Management / Resilience (Advanced): Remains energized and focused in the face of ambiguity, change or strenuous demands.
Risk Taking (Advanced): Identifies, assesses, manages and takes intelligent risks to attain objectives.
Equal Employment Opportunity Statement

Travelers is an equal opportunity employer.",4.0,"Travelers
4.0","Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,53,95,74.0,Travelers, CT,1,167,0,0,0,0
Business Analyst,$53K-$95K (Glassdoor est.),"BRMi is a market leader in process automation that is delivered through a comprehensive strategy consisting of consulting and technology services. We believe in simplifying complexities and optimizing business operations through automation and to support this we are actively looking for a Senior Business Analyst to support a Robotic Process Automation (RPA) project. Founded on the belief that business succeeds through effective and efficient process execution, BRMi is dedicated to delivering business-driven solutions that enable clients to take advantage of leading technologies to deliver effective business outcomes. We encourage you to join us in redefining how automation will disrupt markets and as the RPA Developer, be at the forefront of this emerging market. To learn more about this opportunity and to learn more about us, please visit BRMi.com.

Process Coordination
Facilitation of RPA user groups, stakeholder workshops, and executive meetings
Development of RPA executive and management briefings
Review of RPA project schedules, expert evaluation of progress against goals, provide recommendations on project recovery actions
Design and develop program and project reporting dashboards using available tools
Design and develop communications artifacts (both online and paper) for distribution to the organization
Maintain an online knowledge center
Train users in PM practices, tool usage, and reporting
Process Consultant
Running workshops with client SMEs to understand the end to end process while identifying any automation blockers and the suitability of the process for automation
Articulating the vision and value proposition to senior level clients (process and automation transformation)
Building strong client relationships by delivering outstanding value through automation
Addressing performance, development, and deployment issues on the project
Identification and assessment of potential processes for RPA
Process preparation for Robotics solution (process redesign, gaps and wastes identification)
Validation of potential processes for RPA
Delivering RPA solutions and being first point of contact in case of any configuration issues for the team
Collecting business requirements, cooperation with process SME on client side
Ensuring quality and timeliness of automated processes
Contributes to RPA prototypes and Proofs of Concept

Required
CBP badged
At least 5-years total experience
Hands on experience with the Microsoft suite of project management tools (MS-Project, Project Online, Visio, SharePoint, etc.)
Must possess strong communication, analytical and effective consulting skills
Ability to elicit requirements from key stakeholders
Ability to facilitate working sessions and user group meetings
Demonstrated ability to create and deliver executive briefings
Demonstrated experience in business process modeling, improvements, process reengineering, and gap analysis (Kaizen, Six Sigma, Lean)
Excellent organizational skills with the ability to coordinate multiple work streams, multi-task and work well under tight deadlines
Strong interpersonal skills and proven experience in building successful project teams and partnerships with business and technical groups
Self-starter with ability to perform, manage, and lead work independently
Independent, self-driven
Problem solving attitude
Proven critical analysis skills
Readiness to learn new tools (RPA tool) and skills and share this experience
Bachelor’s degree
Desirable
Experience working in the federal sector
10+ years total related experience
Knowledge of RPA (Robotics Process Automation)
Applying agile methodologies and techniques
Design and developing data visualizations
EOE/Minorities/Females/Vet/Disabled
We are an equal opportunity employer that values diversity and commitment at all levels. All individuals, regardless of personal characteristics, are encouraged to apply. Employment policies and decisions on employment and promotion are based on merit, qualifications, performance, and business needs. The decisions and criteria governing the employment relationship with all employees are made in a nondiscriminatory manner, without regard to race, religion, color, national origin, sex, age, marital status, physical or mental disability, medical condition, veteran status, or any other factor determined to be unlawful by federal, state, or local statutes.",4.4,"BRMi
4.4","Washington, DC","Silver Spring, MD",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,53,95,74.0,BRMi, DC,0,16,1,0,0,0
